id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
6688,"Bizet: Carmen, WD 31, Act 1 Scene 10: No. 10, Séguedille et Duo, ""Près des remparts de Séville"" (Carmen, Don José)",Georges Bizet;Maria Callas;Nicolai Gedda;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,classical,melancholic,0.08,82,0.22,0.31,0.97
6689,Living My Best Life,Ben Rector,classical,focused,0.73,178,0.64,0.57,0.08
6690,Lonely Dreaming,Lance Allen,classical,melancholic,0.12,139,0.24,0.6,0.97
6691,"Lyric Pieces I, Op. 12 (Excerpts): No. 5, Folkevise",Edvard Grieg;Una Bourne,classical,chill,0.13,56,0.56,0.38,0.99
6692,Champagne Supernova,OneRepublic,classical,sad,0.59,75,0.16,0.49,0.16
6693,"La Bohème / Act 1: ""O soave fanciulla""",Giacomo Puccini;Carlo Bergonzi;Renata Tebaldi;Ettore Bastianini;Orchestra dell'Accademia Nazionale di Santa Cecilia;Tullio Serafin,classical,melancholic,0.18,82,0.04,0.23,0.97
6694,The Way You Look Tonight,Erroll Garner,classical,chill,0.26,130,0.62,0.63,0.94
6695,La Pomeña,Luis Salinas;Lito Vitale,classical,melancholic,0.23,81,0.1,0.36,0.86
6696,Agua e vinho,Sergio & Odair Assad,classical,melancholic,0.04,91,0.14,0.36,0.99
6697,Christmas Song,Kurt Rosenwinkel,classical,sad,0.3,109,0.32,0.45,0.66
6698,"Prelude in G Major, K.15g",Wolfgang Amadeus Mozart;Erik Smith,classical,melancholic,0.08,182,0.24,0.19,0.69
6699,Yuzin,Patricia Petibon,classical,melancholic,0.06,86,0.1,0.31,0.99
6700,Las Bodas de Luis Alonso,Guitarras de Luna,classical,happy,0.68,123,0.68,0.42,0.82
6701,Huaylas Antiguo,Riber Ore,classical,chill,0.59,150,0.53,0.5,0.81
6702,The Song of the Golden Dragon,Estas Tonne,classical,confident,0.82,89,0.55,0.23,0.68
6703,Cannonball,Skylar Grey;X Ambassadors,classical,focused,0.8,103,0.4,0.58,0.05
6704,Song for Teddy,Anna Landström,classical,chill,0.05,81,0.48,0.54,0.99
6705,A Dios Le Pido,Donata Antoni,classical,chill,0.23,125,0.46,0.74,0.93
6706,"Messiah, HWV 56 / Pt. 1: III. ""Ev'ry Valley Shall Be Exalted""",George Frideric Handel;Howard Crook;The English Concert;Trevor Pinnock,classical,chill,0.06,102,0.35,0.48,0.89
6707,"Carmen, Act II: No.15 Quintette : Nous avons en tête une affaire (Le Dancaïro/Frasquita/Mercédès/Le Remendado/Carmen)",Georges Bizet;Nicolas Rivenq;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,classical,sad,0.22,77,0.29,0.38,0.98
6708,West Side Story: XII. I Feel Pretty,Kiri Te Kanawa;Luise Edeiken;Angelina Reaux;Stella Zambalis;Leonard Bernstein,classical,chill,0.18,95,0.46,0.5,0.92
6709,Strosande,Alfred Janders,classical,melancholic,0.05,144,0.2,0.43,0.98
6710,In The Stars,Rebecca Woods,classical,melancholic,0.0,64,0.11,0.4,0.99
6711,O Cessate Di Piagarmi (Arr. Voice & Electric Guitar),Alessandro Scarlatti;Nora Fischer;Marnix Dorrestein,classical,melancholic,0.06,135,0.17,0.42,0.98
6712,Spring Wind (Clannad),Casper Esmann,classical,chill,0.42,85,0.53,0.56,0.71
6713,"Carmen, Act II, No.17 Duo (continued...): La-la-la-la / Attends un peu, Carmen (Carmen/Don José)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,classical,chill,0.15,115,0.68,0.53,0.91
6714,The Logical Song - Remastered 2010,Supertramp,classical,happy,0.76,119,0.69,0.62,0.51
6715,Love Like This,Ben Rector,classical,chill,0.14,139,0.39,0.64,0.9
6716,Epiphany - Lofi Edit,Smyang Piano;tamagopalette,classical,melancholic,0.12,140,0.24,0.57,0.9
6717,Haleakala Ku Hanohano,Hapa,classical,chill,0.36,139,0.51,0.35,0.79
6718,Nights in White Satin,Joseph Sullinger,classical,sad,0.07,74,0.26,0.56,0.96
6719,Fields of Tailgrass,Fathomsong,classical,melancholic,0.1,106,0.17,0.53,0.91
6720,Your Skyblue Portrait,BigRicePiano,classical,sad,0.01,161,0.27,0.53,0.99
6721,La nave va,Alessandro Safina,classical,chill,0.42,99,0.37,0.31,0.79
6722,To Let Go,Anna Landström,classical,sad,0.01,73,0.31,0.45,0.99
6723,"For Good (From ""Wicked"")",Collabro,classical,melancholic,0.22,77,0.22,0.41,0.82
6724,Nabucco / Act II: Chi s'avanza? Orrenda scena,Giuseppe Verdi;Ghena Dimitrova;Kurt Rydl;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli;Chor der Deutschen Oper Berlin,classical,relaxed,0.42,72,0.75,0.51,0.96
6725,Contarás Conmigo,Los Tres Caballeros,classical,chill,0.21,91,0.7,0.74,0.94
6726,Eimaste Dyo,Mikis Theodorakis;Antonis Kalogiannis,classical,happy,0.61,119,0.99,0.68,0.77
6727,Arioso From Cantata BWV 156,Henrik Janson,classical,melancholic,0.14,132,0.21,0.72,0.95
6728,Chinna Kannan,M. Balamuralikrishna,classical,confident,0.83,128,0.58,0.37,0.86
6729,"Verdi: Aida, Act 1: ""Ritorna vincitor!"" (Aida)",Giuseppe Verdi;Riccardo Muti;Montserrat Caballé;New Philharmonia Orchestra,classical,melancholic,0.11,80,0.04,0.27,0.98
6730,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: 12b. Variation XI - Pt. 2",Wolfgang Amadeus Mozart;Danielle Laval,classical,sad,0.06,68,0.32,0.39,0.99
6731,"Sonata for Piano and Violin in E flat, K.481: 3d. Variation 3",Wolfgang Amadeus Mozart;Arthur Grumiaux;Walter Klien,classical,chill,0.12,79,0.59,0.45,0.99
6732,Cavalleria rusticana: Regina coeli laetare,Pietro Mascagni;Julia Varady;The London Opera Chorus;National Philharmonic Orchestra;Gianandrea Gavazzeni,classical,melancholic,0.34,133,0.06,0.22,0.97
6733,"Der Nussknacker, Op. 71: Schneeflockenwalzer",Pyotr Ilyich Tchaikovsky;phil Blech Wien;Anton Mittermayr;Wiener Sängerknaben,classical,melancholic,0.25,94,0.15,0.39,0.99
6734,"Sonata for Piano and Violin in F, K.46e: 1. Allegro",Wolfgang Amadeus Mozart;Isabelle van Keulen;Ronald Brautigam,classical,dreamy,0.24,149,0.91,0.51,0.8
6735,White Christmas,OneRepublic,classical,sad,0.45,108,0.16,0.44,0.15
6736,"The Second Waltz, Op. 99a",André Rieu;Johann Strauss Orchestra,classical,chill,0.29,186,0.47,0.24,0.92
6737,Il Sole Ad Est,Alberto Urso,classical,sad,0.58,123,0.13,0.41,0.76
6738,Déjame llorar,Cuco Sánchez,classical,chill,0.14,109,0.48,0.63,0.95
6739,Attila - Santo di patria... Allor che i forti corrono,Giuseppe Verdi;Vincenzo Ciliberti,classical,chill,0.55,178,0.37,0.15,0.91
6740,"Four Pieces For Piano, Op. 119: II. Intermezzo in E Minor",Johannes Brahms;Karin Lechner,classical,melancholic,0.05,65,0.09,0.26,0.99
6741,Song From a Secret Garden - Live,Secret Garden,classical,sad,0.47,59,0.04,0.11,0.93
6742,Las Abejas (The Bees),Agustín Barrios Mangoré;Robbin Blanco,classical,chill,0.27,92,0.4,0.24,0.99
6743,Spring Day,Smyang Piano,classical,melancholic,0.13,115,0.04,0.38,0.97
6744,Barrios Mangoré: La Catedral: III. Allegro solemne,Agustín Barrios Mangoré;Thibaut García,classical,chill,0.21,128,0.67,0.22,0.98
6745,Rigoletto - Pari Siamo!,Piero Cappuccilli,classical,melancholic,0.13,89,0.07,0.44,0.99
6746,"Lyric Pieces Book IX, Op. 68: 5. At the Cradle",Edvard Grieg;Nelson Freire,classical,melancholic,0.02,65,0.11,0.35,0.99
6747,The Logical Song,Supertramp,classical,happy,0.67,120,0.73,0.62,0.56
6748,Orgullo,Pepe Jara,classical,chill,0.36,100,0.62,0.68,0.91
6749,Passion And The Opera,Nightwish,classical,confident,0.94,126,0.44,0.53,0.0
6750,The Beauty of Mauna Kea - Vocal,Keola Beamer;George Winston,classical,melancholic,0.14,79,0.04,0.44,0.96
6751,"Pa, Pa, Pa - From ""The Magic Flute"" Soundtrack",Wolfgang Amadeus Mozart,classical,chill,0.28,111,0.65,0.61,0.84
6752,"Oratorio de Noël, Op. 12: 10. Tollite hostias",Camille Saint-Saëns;phil Blech Wien;Anton Mittermayr;Wiener Sängerknaben;Chorus Viennensis,classical,chill,0.3,127,0.5,0.4,0.98
6753,Musetta's Waltz,Giacomo Puccini;Arranged By;Dick Hyman;Moe Koffman,classical,melancholic,0.13,85,0.21,0.29,0.94
6754,No Debí Conocerte,Los Apus,classical,happy,0.73,140,0.93,0.69,0.54
6755,Meditaçao,João Gilberto,classical,chill,0.24,156,0.39,0.34,0.89
6756,Nemo,Tarja,classical,intense,0.88,124,0.29,0.4,0.0
6757,"12 Variations on a Minuet by J.C. Fischer in C, K.179: 6. Variation V",Wolfgang Amadeus Mozart;Danielle Laval,classical,dreamy,0.14,119,0.81,0.47,0.99
6758,Avid,Jake Eaw,classical,sad,0.26,78,0.29,0.38,0.97
6759,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": I. Allegro",Wolfgang Amadeus Mozart;Mao Fujita,classical,dreamy,0.18,140,0.83,0.35,0.98
6760,Burning Bridges,OneRepublic,classical,moody,0.74,97,0.25,0.58,0.06
6761,Regresa a Mí,Il Divo,classical,sad,0.38,111,0.19,0.49,0.56
6762,"Variations on an Original Theme, Op. 36 ""Enigma"": Var. 9, Adagio ""Nimrod"" (Arr. J. Meisl for String Quartet)",Edward Elgar;Arioso Quartett Wien,classical,melancholic,0.15,83,0.04,0.11,0.63
6763,"Upp gledjest alle, gledjest no",Sissel;Odd Nordstoga,classical,sad,0.31,127,0.33,0.44,0.89
6764,La Llorona,Mexican Music Factory;Felipe Gutierrez,classical,chill,0.32,164,0.68,0.82,0.57
6765,Underverse,Carla Simmons,classical,melancholic,0.02,66,0.14,0.32,0.98
6766,En Que Quedamos Por Fin,Los Tecolines,classical,relaxed,0.42,129,0.84,0.78,0.75
6767,Terra Dos Pássaros / Beijo Partido,Toninho Horta;Orquestra Fantasma,classical,sad,0.35,88,0.13,0.26,0.57
6768,E ti prometterò (feat. Laura Pausini),Josh Groban;Laura Pausini,classical,sad,0.37,108,0.17,0.45,0.59
6769,Nada Me Queda,William Luna,classical,chill,0.41,81,0.39,0.62,0.77
6770,Innocence,Steve Petrunak,classical,melancholic,0.17,79,0.2,0.47,0.87
6771,Lullaby (with Ladysmith Black Mambazo),Josh Groban;Ladysmith Black Mambazo,classical,sad,0.14,87,0.25,0.23,0.89
6772,4 O' Clock,Smyang Piano,classical,sad,0.09,147,0.3,0.55,0.94
6773,"Symphony No. 48 in D, K.120: 2. Andante grazioso",Wolfgang Amadeus Mozart;Academy of Ancient Music;Christopher Hogwood,classical,sad,0.1,83,0.28,0.14,0.95
6774,Numéro 1,Jøsefine,classical,chill,0.07,131,0.37,0.41,0.99
6775,No More Lonely Nights,John Pizzarelli,classical,sad,0.34,98,0.29,0.54,0.82
6776,Marietta,Isaac Nash,classical,sad,0.06,89,0.26,0.32,0.99
6777,Unchained Melody,Il Divo,classical,sad,0.47,176,0.07,0.15,0.85
6778,Isla de Pascua,Oscar Roland,classical,chill,0.14,86,0.52,0.48,0.95
6779,Cuatro Tangos: Libertango - Latino Gold Version,Miloš Karadaglić;Ksenija Sidorova;Studioorchester der Europäischen FilmPhilharmonie;Christoph Israel,classical,sad,0.29,153,0.28,0.44,0.87
6780,El Corrido del Caballo Blanco,Jose A. Jimenez,classical,chill,0.45,79,0.41,0.5,0.59
6781,"Verdi: Aida, Act 2: ""Salvator della patria"" (Il Re, Radamès, Ramfis, Sacerdoti)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,classical,melancholic,0.1,91,0.11,0.21,0.99
6782,E Piu’ Ti Penso,Il Volo,classical,melancholic,0.32,88,0.1,0.23,0.93
6783,CAN YOU CELEBRATE,Noriyasu Takeuchi,classical,melancholic,0.06,90,0.24,0.61,0.98
6784,Caminos de Ayer,Cuco Sánchez;Fernando Zenaido Maldonado,classical,chill,0.23,79,0.45,0.51,0.9
6785,Two Birds,Regina Spektor,classical,chill,0.5,150,0.45,0.55,0.8
6786,Material Girl,Kris Bowers,classical,chill,0.15,136,0.4,0.59,0.63
6787,Spring's Melody,Torby Brand,classical,melancholic,0.31,113,0.14,0.39,0.85
6788,Paradise,Smyang Piano,classical,melancholic,0.06,139,0.1,0.27,0.99
6789,"Weihnachtsoratorium, BWV 248: Nr. 9 Choral ""Ach mein herzliebes Jesulein!""",Johann Sebastian Bach;phil Blech Wien;Anton Mittermayr,classical,melancholic,0.22,62,0.2,0.55,0.99
6790,"Symphony No. 5 in B flat, K.22: 3. Molto Allegro",Wolfgang Amadeus Mozart;Richard Fuller;Wiener Philharmoniker;James Levine,classical,chill,0.25,118,0.5,0.55,0.97
6791,Awakening,Ichika Nito,classical,melancholic,0.31,89,0.17,0.26,0.97
6792,He Aloha No'O Honolulu,Keola Beamer;Kapono Beamer,classical,chill,0.25,97,0.57,0.54,0.94
6793,Beautiful That Way - La vita è bella,Il Volo,classical,chill,0.49,111,0.46,0.56,0.43
6794,Bird’s Teardrops (Live),Estas Tonne;Peia,classical,sad,0.35,95,0.14,0.41,0.86
6795,Angels Watching over Me,Jon Sarta,classical,sad,0.02,78,0.28,0.73,0.99
6796,Rise,Maneli Jamal,classical,sad,0.26,120,0.3,0.8,0.97
6797,Qué Manera de Perder,Cuco Sánchez,classical,sad,0.09,108,0.26,0.49,0.97
6798,Im weißen Rössl: Im weißen Rössl,Robert Stolz;Herta Talmar;Antonia Fahberg;Franz Fehringer;Willy Hofmann;Bernhard Wilfert;Peter Alexander;Chor;Grosses Operetten Orchester;Franz Marszalek,classical,chill,0.31,120,0.48,0.41,0.89
6799,La Diferencia,Chamin Madero,classical,chill,0.47,167,0.41,0.57,0.33
6800,Merry-Go-Round of Life - from 'Howl's Moving Castle',Joe Hisaishi,classical,melancholic,0.29,71,0.18,0.24,0.88
6801,Danderlion,Aron Edwards,classical,dreamy,0.22,178,0.73,0.13,0.98
6802,Morning Has Broken,Mathew Joseph,classical,sad,0.2,120,0.25,0.72,0.98
6803,Storytelling,Albin Svensson,classical,melancholic,0.04,102,0.04,0.4,0.99
6804,Breakfast In America - 2010 Remastered,Supertramp,classical,happy,0.66,75,0.76,0.53,0.42
6805,"The Seasons, Op. 37a, TH 135 (Excerpts): No. 11, November ""On the Troika""",Pyotr Ilyich Tchaikovsky;Una Bourne,classical,chill,0.18,140,0.53,0.34,0.99
6806,Somebody That I Used To Know,Eddy Tyler,classical,dreamy,0.33,128,0.73,0.75,0.88
6807,Goodbye Yellow Brick Road - Remastered 2014,Elton John,classical,chill,0.47,121,0.4,0.56,0.45
6808,Suantrai (Brahms Lullaby),Órla Fallon,classical,melancholic,0.08,79,0.21,0.33,0.99
6809,Somewhere Over the Rainbow,Tommy Emmanuel,classical,melancholic,0.18,117,0.1,0.38,0.94
6810,Zara Zara - LoFi Chill,Bombay Jayashri;Swattrex,classical,melancholic,0.31,118,0.24,0.58,0.58
6811,Tears Of An Angel,RyanDan,classical,sad,0.35,148,0.08,0.22,0.9
6812,La Negra,Ramon Dona-Dio;Sus Guitarras Mexicanas,classical,chill,0.1,105,0.6,0.51,0.91
6813,"Scene I, Kyoto",Umitaro Abe,classical,melancholic,0.14,168,0.21,0.2,0.76
6814,Through the Mists,Chewie Melodies,classical,melancholic,0.01,140,0.14,0.61,0.99
6815,Il Giorno Più Speciale,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,classical,melancholic,0.32,182,0.23,0.21,0.59
6816,Hay Unos Ojos - Remastered,Cuco Sánchez,classical,melancholic,0.1,77,0.18,0.48,0.88
6817,Boomerang,The Summer Set,classical,happy,0.93,93,0.8,0.65,0.05
6818,"6 Kinderstücke Op. 72: I. Allegro non troppo, MWV U 171",Felix Mendelssohn;Daniel Barenboim,classical,sad,0.1,152,0.33,0.37,0.99
6819,The Truth Untold - Lofi Edit,Smyang Piano;tamagopalette,classical,melancholic,0.15,119,0.04,0.63,0.86
6820,Bellicoso,Little Symphony,classical,melancholic,0.0,164,0.04,0.12,0.98
6821,Caruso,Mario Frangoulis,classical,sad,0.48,65,0.26,0.46,0.88
6822,Thaïs: Méditation,Jules Massenet;Bomsori;NFM Wrocław Philharmonic;Giancarlo Guerrero,classical,melancholic,0.04,83,0.04,0.17,0.64
6823,Six Contredanses K. 462: No. 4 in D Major,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,classical,chill,0.14,123,0.38,0.56,0.84
6824,"24 Préludes, Op. 28: No. 15 Sostenuto in D-Flat Major, C. 180 ""Raindrop Prelude""",Frédéric Chopin;Lang Lang,classical,melancholic,0.03,133,0.06,0.43,0.99
6825,"String Quartet in B-Flat Major, Op. 1 No. 1, Hob. III:1 ""La chasse"": III. Adagio",Joseph Haydn;Arioso Quartett Wien,classical,melancholic,0.04,169,0.12,0.2,0.73
6826,Sleeping at last,Stephanie Middleton,classical,sad,0.06,110,0.28,0.33,0.99
6827,Waipi'o Paeaea,Kuana Torres Kahele,classical,chill,0.38,173,0.41,0.35,0.71
6828,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 1.Theme",Wolfgang Amadeus Mozart;Danielle Laval,classical,chill,0.02,100,0.5,0.59,0.99
6829,"Carnaval, Op. 9: No. 6, Florestan (Live in Japan, 2022)",Robert Schumann;Pavel Nersessian,classical,melancholic,0.16,59,0.21,0.43,0.99
6830,Beauty of Flow,Maneli Jamal,classical,melancholic,0.23,129,0.12,0.79,0.93
6831,Someone Else's Arms,Mae,classical,confident,0.89,142,0.53,0.52,0.0
6832,16 Minuets K.176: No. 7 in A,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,classical,chill,0.15,140,0.43,0.34,0.97
6833,I Know Him So Well,Elaine Paige;Barbara Dickson,classical,melancholic,0.21,138,0.13,0.42,0.82
6834,"Circle of Life - From ""The Lion King""/Soundtrack Version",Elton John,classical,sad,0.39,160,0.14,0.3,0.26
6835,"Carmen, Act II: No.16 Chanson : Halte-là! Qui va là? (Don José/Carmen/Frasquita/Mercédès/Le Dancaïro/Le Remendado)",Georges Bizet;Roberto Alagna;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,classical,melancholic,0.09,91,0.15,0.46,0.99
6836,Decías,Los Apus,classical,happy,0.73,81,0.77,0.75,0.45
6837,Seeds Of Life,Aestivum,classical,chill,0.03,149,0.49,0.32,0.99
6838,"Contredanse in C, - ""La Bataille"", K.535",Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,classical,chill,0.37,125,0.58,0.62,0.91
6839,"Sad Theme (From ""One Punch Man"")",Eddie van der Meer,classical,chill,0.16,82,0.49,0.49,0.93
6840,Finding Hope,Haakon Stange,classical,melancholic,0.08,71,0.09,0.22,0.99
6841,Zanzibar,Billy Joel,classical,relaxed,0.46,148,0.7,0.59,0.27
6842,Whispering a Prayer,Steve Vai,classical,melancholic,0.3,80,0.16,0.15,0.65
6843,Believe,Josh Groban,classical,sad,0.42,78,0.21,0.3,0.62
6844,Elegia,Antonio Garcia Isaac,classical,melancholic,0.07,103,0.22,0.48,0.99
6845,Vilma,Ledetraad,classical,melancholic,0.21,204,0.22,0.21,0.96
6846,What A Wonderful World,Sonic Wine,classical,melancholic,0.09,140,0.15,0.4,0.99
6847,Yaad Piya Ki Aaye,Shobha Gurtu,classical,chill,0.57,135,0.53,0.41,0.83
6848,"Rossini: Il barbiere di Siviglia, Act 1, No. 5: Una voce poco fa",Gioachino Rossini;Jesús López-Cobos;Orchestre de Chambre de Lausanne,classical,melancholic,0.14,67,0.17,0.3,0.98
6849,Sive,Celtic Woman,classical,chill,0.47,111,0.66,0.66,0.75
6850,Soli,Patrizio Buanne,classical,chill,0.58,113,0.42,0.57,0.6
6851,"Verdi: Aida, Act 1: ""Vieni, o diletta, appressati"" (Amneris, Aida, Radamès)",Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,classical,melancholic,0.21,67,0.18,0.35,0.98
6852,Gnossienne No. 1,Erik Satie;Alena Cherny,classical,melancholic,0.01,71,0.04,0.38,1.0
6853,"12 Pieces for Piano, Op. 40, TH 138: No. 9, Valse",Pyotr Ilyich Tchaikovsky;Una Bourne,classical,chill,0.17,132,0.5,0.33,0.99
6854,"Il Trovatore / Act 2: ""Vedi! le fosche notturne spoglie"" (Anvil Chorus)","Giuseppe Verdi;Chorus of the Royal Opera House, Covent Garden;Orchestra of the Royal Opera House, Covent Garden;Sir Colin Davis",classical,chill,0.14,146,0.51,0.42,0.94
6855,134340,Smyang Piano,classical,chill,0.09,110,0.38,0.47,0.99
6856,"Piano Sonata No. 16 in C Major, K. 545 ""Sonata facile"": II. Andante",Wolfgang Amadeus Mozart;Mao Fujita,classical,chill,0.07,137,0.42,0.38,0.99
6857,Requiem: XIV. Agnus Dei,Giuseppe Verdi;Sir Colin Davis;Christine Brewer;Karen Cargill;London Symphony Orchestra,classical,melancholic,0.01,172,0.04,0.09,0.96
6858,Smells Like Teen Spirit,Tommy Emmanuel;Mike Dawes,classical,happy,0.65,128,0.66,0.68,0.48
6859,Open Eyes,Project AER;WYS,classical,melancholic,0.23,130,0.2,0.69,0.48
6860,River Flows In You,Eddy Tyler,classical,sad,0.32,134,0.26,0.46,0.92
6861,Walking the Night/The World Falls Away,Celtic Woman,classical,melancholic,0.23,117,0.15,0.28,0.84
6862,Feeling,Ichika Nito,classical,chill,0.32,82,0.64,0.68,0.29
6863,Regalame Esta Noche,Los Tres Caballeros,classical,dreamy,0.32,96,0.72,0.64,0.83
6864,Rude,Steve Petrunak,classical,chill,0.47,143,0.64,0.72,0.94
6865,"Violin Concerto No. 2 in B Minor, Op. 7, MS. 48: III. Rondo à la clochette, 'La campanella'",Niccolò Paganini;Salvatore Accardo;London Philharmonic Orchestra;Charles Dutoit,classical,chill,0.18,114,0.49,0.55,0.84
6866,Les Boréades / Act IV: Entrée de Polymnie - Live,Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,classical,melancholic,0.14,137,0.06,0.16,0.77
6867,Slokam,Mambalam Sisters,classical,chill,0.3,85,0.5,0.61,0.9
6868,"Piano Sonata No. 4 in E-Flat Major, K. 282: 1e. Adagio - Pt. 5",Wolfgang Amadeus Mozart;Claire-Marie Le Guay,classical,chill,0.05,92,0.4,0.3,0.99
6869,Historia De Un Amor,Il Volo,classical,sad,0.48,83,0.16,0.3,0.91
6870,Mahamrityunjay Mantra,Rattan Mohan Sharma,classical,sad,0.24,94,0.31,0.38,0.98
6871,"6 Variations in F, K.54: 2. Variation I",Wolfgang Amadeus Mozart;Danielle Laval,classical,dreamy,0.11,157,0.77,0.23,0.99
6872,Marchin On,OneRepublic,classical,intense,0.81,123,0.31,0.51,0.33
6873,Murugane - Gsivachidambaram,Sirkazhi G. Sivachidambaram,classical,chill,0.14,109,0.67,0.53,0.98
6874,Five Hundred Miles,Órla Fallon,classical,chill,0.4,118,0.53,0.42,0.88
6875,Por Ella,Los Apus,classical,chill,0.58,100,0.55,0.67,0.48
6876,Just Dipping My Toe,Robert Lowe,classical,chill,0.13,80,0.44,0.68,0.93
6877,Midnight Blue - Remastered,Kenny Burrell,classical,chill,0.36,148,0.56,0.65,0.55
6878,"The World (From ""Death Note"")",Eddie van der Meer,classical,chill,0.39,97,0.36,0.41,0.54
6879,die kleine Raupe,Tristen Longfellow,classical,melancholic,0.03,127,0.15,0.47,0.99
6880,Music of the Night,The Ten Tenors,classical,melancholic,0.14,88,0.08,0.23,0.89
6881,Dígale,Chamin Correa,classical,sad,0.6,127,0.28,0.57,0.51
6882,Challwaschallay,Los Apus,classical,relaxed,0.52,139,0.88,0.66,0.67
6883,Santolea,Xaverius Love,classical,sad,0.05,99,0.32,0.49,0.99
6884,Strange Vine,Delta Spirit,classical,focused,0.75,121,0.59,0.43,0.2
6885,Recuerdos De Ipacaraí,Los Tres Caballeros,classical,sad,0.15,84,0.27,0.51,0.87
6886,Le temps des cathédrales,Alessandro Safina,classical,sad,0.45,75,0.2,0.2,0.89
6887,Frühlingsbach,Pontiver Bogross,classical,melancholic,0.24,127,0.25,0.35,0.99
